Current road restrictions
ID,Road,Name,District,Latitude,Longitude,RoadClass,Planned,SeverityOverride,Source,CreatedTime,LastUpdated,StartTime,EndTime,WorkPeriod,Expired,Signing,Notification,WorkEventType,Contractor,PermitType,Description,SpecialEvent,FromRoad,ToRoad,AtRoad,DirectionsAffected,Type,SubType,ScheduleMonday,ScheduleTuesday,ScheduleWednesday,ScheduleThursday,ScheduleFriday,ScheduleSaturday,ScheduleSunday,ScheduleEveryday,URL,GeoPolyline,MaxImpact,CurrImpact
"Tor-RDAR2025-656-2","Carlaw Ave","Carlaw Ave at Lake Shore Blvd E","TORONTO","43.655000","-79.337430","Minor Arterial Road","1","0","Utility Work","1738881909000","1740909602000","1739239200000","1741341600000","Daily","0","","","Utility Work","EllisDon Civil LTD","Utility Work","Toronto-TMC: Guild will commence the installation of Concrete Encased Street Lighting Duct Banks (N side of LSBE @ Carlaw) starting February 3rd. Please see the attached TMP for your review and kindly notify me if any corrections or recommendations are needed.

Thank you for your attention to this matter.


Best regards,

Adrian Royce-Batista","No","","","Lake Shore Blvd E","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-05:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.337430,43.655000]","Low","None"
"Tor-RDAR2024-6332-1","Fleet St","Fleet St from Fort York Blvd to Bathurst St","TORONTO","43.636390","-79.406840","Local Road","1","0","Utility Work","1734121775000","1740909602000","1736215200000","1741942800000","Daily","0","","","Utility Work","Powerline Plus Ltd","Utility Work","Toronto-TMC: Underground Electrical work including splicing and cable pulling","No","Fort York Blvd","Bathurst St","","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","21:00-05:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.406840,43.636390],[-79.406520,43.636380],[-79.406200,43.636340],[-79.405920,43.636300],[-79.405350,43.636190],[-79.405350,43.636190],[-79.404290,43.635940],[-79.404290,43.635940],[-79.404240,43.635940],[-79.403730,43.635900],[-79.403730,43.635900],[-79.403580,43.635910],[-79.403580,43.635910],[-79.403040,43.635940],[-79.402090,43.636030],[-79.402090,43.636030],[-79.402020,43.636040],[-79.401430,43.636130],[-79.401060,43.636210],[-79.400880,43.636250],[-79.400880,43.636250],[-79.400770,43.636280],[-79.400270,43.636440],[-79.399720,43.636630]","Low","None"
"Tor-RDAR2024-6332-4","F G Gardiner Xy E","F G Gardiner Xy E from Bathurst St to Spadina Ave","TORONTO","43.637860","-79.400240","Expressway","1","0","Utility Work","1734121775000","1740909602000","1736215200000","1741942800000","Daily","0","","","Utility Work","Powerline Plus Ltd","Utility Work","Toronto-TMC: Underground Electrical work including splicing and cable pulling","No","Bathurst St","Spadina Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","21:00-05:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.400240,43.637860],[-79.400090,43.637850],[-79.400090,43.637850],[-79.398550,43.637790],[-79.398550,43.637790],[-79.397410,43.637820],[-79.397410,43.637820],[-79.396380,43.637930],[-79.396380,43.637930],[-79.396100,43.637970],[-79.396100,43.637970],[-79.392300,43.638630]","High","None"
"Tor-RDAR2024-6332-5","Spadina Ave","Spadina Ave from F G Gardiner Xy E to Bremner Blvd","TORONTO","43.638630","-79.392300","Unknown","1","0","Utility Work","1734121775000","1740909602000","1736215200000","1741942800000","Daily","0","","","Utility Work","Powerline Plus Ltd","Utility Work","Toronto-TMC: Underground Electrical work including splicing and cable pulling","No","F G Gardiner Xy E","Bremner Blvd","","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","21:00-05:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.392300,43.638630],[-79.392300,43.638640],[-79.392340,43.638750],[-79.392340,43.638750],[-79.392360,43.638820],[-79.392430,43.639020],[-79.392430,43.639020],[-79.392440,43.639030],[-79.393000,43.640560]","Low","None"
"Tor-RDAR2024-6332-2","Bathurst St","Bathurst St 41m South of F G Gardiner Xy E","TORONTO","43.637510","-79.400090","Major Arterial Road","1","0","Utility Work","1734121775000","1740909602000","1736215200000","1741942800000","Daily","0","","","Utility Work","Powerline Plus Ltd","Utility Work","Toronto-TMC: Underground Electrical work including splicing and cable pulling","No","","","F G Gardiner Xy E","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","21:00-05:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.400090,43.637510]","Medium","None"
"Tor-RDAR2024-6332-3","Bathurst St","Bathurst St from Fort York Blvd to F G Gardiner Xy E","TORONTO","43.638840","-79.400650","Major Arterial Road","1","0","Utility Work","1734121775000","1740909602000","1736215200000","1741942800000","Daily","0","","","Utility Work","Powerline Plus Ltd","Utility Work","Toronto-TMC: Underground Electrical work including splicing and cable pulling","No","Fort York Blvd","F G Gardiner Xy E","","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","21:00-05:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.400650,43.638840],[-79.400350,43.638110],[-79.400350,43.638110],[-79.400310,43.638020],[-79.400310,43.638020],[-79.400240,43.637860]","Medium","None"
"Tor-RDAR2024-6485-1","Yonge St","Yonge St 34 m South of Temperance St to King St E","TORONTO","43.650770","-79.378620","Major Arterial Road","1","0","Utility Work","1738773018000","1740909602000","1738890000000","1741428000000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Underground Electrical Work","No","Temperance St","King St E","","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","20:00-05:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.378620,43.650770],[-79.378470,43.650410],[-79.378470,43.650410],[-79.377920,43.649150]","Medium","None"
"Tor-RDAR2024-6485-2","King St E","King St E 31 m East of Victoria St to 29 m West of Church St","TORONTO","43.649490","-79.376360","Major Arterial Road","1","0","Utility Work","1738773018000","1740909602000","1738890000000","1741428000000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Underground Electrical Work","No","Victoria St","Church St","","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","20:00-05:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.376360,43.649490],[-79.375930,43.649580],[-79.375930,43.649580],[-79.375710,43.649630],[-79.375710,43.649630],[-79.374760,43.649840]","Medium","None"
"Tor-RDAR2024-6485-3","King St E","King St E 29 m West of Church St to Toronto St","TORONTO","43.649840","-79.374760","Major Arterial Road","1","0","Utility Work","1738773018000","1740909602000","1738890000000","1741428000000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Underground Electrical Work","No","Church St","Toronto St","","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","20:00-05:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.374760,43.649840],[-79.375710,43.649630],[-79.375710,43.649630],[-79.375930,43.649580]","Medium","None"
"Tor-RDAR2024-6485-4","King St E","King St E 44 m West of Church St to 33 m West of Church St","TORONTO","43.649800","-79.374930","Major Arterial Road","1","0","Utility Work","1738773018000","1740909602000","1738890000000","1741428000000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Underground Electrical Work","No","Church St","Church St","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","20:00-05:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.374930,43.649800],[-79.374800,43.649830]","Medium","None"
"Tor-RDAR2024-6485-5","King St E","King St E 27 m West of St. James Park Trl to St. James Park Trl","TORONTO","43.650060","-79.373770","Major Arterial Road","1","0","Utility Work","1738773018000","1740909602000","1738890000000","1741428000000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Underground Electrical Work","No","St. James Park Trl","St. James Park Trl","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","20:00-05:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.373770,43.650060],[-79.373440,43.650130]","Medium","None"
"Tor-RDAR2025-1025","Gladstone Ave","Gladstone Ave from Langemark Ave to Ln N Dundas E Dufferin","TORONTO","43.650240","-79.430060","Local Road","1","0","City of Toronto Construction","1739485694000","1740909602000","1740398400000","1741341600000","Daily","0","","","City of Toronto Construction","Utility Force Construction Inc.","City of Toronto Construction","Toronto-TMC: Sewer main repair in the center of the road 
May take up to two weeks to complete 
We will notify all locals with the closure","No","Langemark Ave","Ln N Dundas E Dufferin","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-05:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.430060,43.650240],[-79.429950,43.649960]","Low","None"
"9081960","Dundas St E","Dundas St E from Wardell St to Logan Ave","TORONTO","43.663707","-79.345585","Minor Arterial Road","1","0","","1720811639000","1740909602000","1720998000000","1747299600000","Daily","0","","","","Dufferin Construction Company","","Toronto-TMC: One westbound lane occupied due to reinstatement of asphalt and line painting. ","No","Wardell St","Logan Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","19:00-05:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.345585,43.663707],[-79.345040,43.663769],[-79.345040,43.663769],[-79.344906,43.663782],[-79.344906,43.663782],[-79.344620,43.663809],[-79.344433,43.663837],[-79.344433,43.663837],[-79.343857,43.663925]","Low","None"
"Tor-RDAR2024-6553-4","Fernalroy Blvd","Fernalroy Blvd at Norseman St","ETOBICOKE","43.636300","-79.510030","Local Road","1","0","City of Toronto Construction","1735823467000","1740906002000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Norseman St","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.510030,43.636300]","Low","None"
"Tor-RDAR2024-6562-2","Uno Dr","Uno Dr at Edgecroft Rd","ETOBICOKE","43.629310","-79.508960","Local Road","1","0","City of Toronto Construction","1735795367000","1740906002000","1735826400000","1750752000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Edgecroft Rd","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.508960,43.629310]","Low","None"
"Tor-RDAR2024-6548-1","Keywell Crt","Keywell Crt at Park Lawn Rd","ETOBICOKE","43.634700","-79.492790","Local Road","1","0","City of Toronto Construction","1735796060000","1740906002000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Park Lawn Rd","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.492790,43.634700]","Low","None"
"Tor-RDAR2024-6560","Daniels St","Daniels St 45m East of McIntosh Ave","ETOBICOKE","43.629180","-79.496290","Local Road","1","0","City of Toronto Construction","1735795367000","1740906002000","1735826400000","1750752000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","McIntosh Ave","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.496290,43.629180]","Low","None"
"Tor-RDAR2024-6548-2","Park Lawn Rd","Park Lawn Rd at Keywell Crt","ETOBICOKE","43.634700","-79.492790","Local Road","1","0","City of Toronto Construction","1735796060000","1740906002000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Keywell Crt","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.492790,43.634700]","Low","None"
"Tor-RDAR2024-6553-1","Ludlow Ave","Ludlow Ave at Fernalroy Blvd","ETOBICOKE","43.637840","-79.511440","Local Road","1","0","City of Toronto Construction","1735823467000","1740906002000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Fernalroy Blvd","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.511440,43.637840]","Low","None"
"Tor-RDAR2024-6547-1","Minstrel Dr","Minstrel Dr at Bonnyview Dr","ETOBICOKE","43.633840","-79.496650","Local Road","1","0","City of Toronto Construction","1735822763000","1740906002000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Bonnyview Dr","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.496650,43.633840]","Low","None"
"Tor-RDAR2024-6547-2","Bonnyview Dr","Bonnyview Dr at Minstrel Dr","ETOBICOKE","43.633840","-79.496650","Local Road","1","0","City of Toronto Construction","1735822763000","1740906002000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Minstrel Dr","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.496650,43.633840]","Low","None"
"Tor-RDAR2024-6547-3","Doddington Dr","Doddington Dr at Bonnyview Dr","ETOBICOKE","43.632970","-79.496610","Local Road","1","0","City of Toronto Construction","1735822763000","1740906002000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Bonnyview Dr","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.496610,43.632970]","Low","None"
"Tor-RDAR2024-6547-4","Bonnyview Dr","Bonnyview Dr at Doddington Dr","ETOBICOKE","43.632970","-79.496610","Local Road","1","0","City of Toronto Construction","1735822763000","1740906002000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Doddington Dr","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.496610,43.632970]","Low","None"
"Tor-RDAR2025-195-1","Bermondsey Rd","Bermondsey Rd 47 m Southwest of Hepc to 55 m Southwest of Hepc","NORTH YORK","43.722370","-79.315630","Minor Arterial Road","1","0","Utility Work","1736450816000","1740906002000","1737374400000","1743408000000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Civil work (Hydro pole installation with guys and anchor)
Overhead electrical work (Primary cable, jumper installation, Primary conductor removal)
Underground electrical work (Primary splice, primary riser)","No","Hepc","Hepc","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.315630,43.722370],[-79.315670,43.722300]","Low","None"
"Tor-RDAR2025-195-2","Bermondsey Rd","Bermondsey Rd 74 m South of Hepc to 84 m South of Hepc","NORTH YORK","43.721010","-79.315770","Minor Arterial Road","1","0","Utility Work","1736450816000","1740906002000","1737374400000","1743408000000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Civil work (Hydro pole installation with guys and anchor)
Overhead electrical work (Primary cable, jumper installation, Primary conductor removal)
Underground electrical work (Primary splice, primary riser)","No","Hepc","Hepc","","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.315770,43.721010],[-79.315760,43.721000],[-79.315700,43.720930]","Low","None"
"Tor-RDAR2025-195-3","Bermondsey Rd","Bermondsey Rd 65 m Southwest of Hepc to 55 m North of Hepc","NORTH YORK","43.722230","-79.315730","Minor Arterial Road","1","0","Utility Work","1736450816000","1740906002000","1737374400000","1743408000000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Civil work (Hydro pole installation with guys and anchor)
Overhead electrical work (Primary cable, jumper installation, Primary conductor removal)
Underground electrical work (Primary splice, primary riser)","No","Hepc","Hepc","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.315730,43.722230],[-79.315800,43.722130]","Low","None"
"Tor-RDAR2024-6545-1","Valleymede Rd","Valleymede Rd at Ellis Park Rd","TORONTO","43.648490","-79.471190","Local Road","1","0","City of Toronto Construction","1735822763000","1740906002000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Monitoring Well Decommissioning","No","","","Ellis Park Rd","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.471190,43.648490]","Low","None"
